Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5998,BLK-2024-102952,09/23/2024,09/23/2024,Instant (10-15 min),CUST-10585,Sanjay Agarwal,Working Professional,India,Hyderabad,Telangana,384484,South,FRU-FR-75372,Fruits & Vegetables,Fresh Fruits,Mango Alphonso 1kg,128.14,1,0.0,-6.55
5999,BLK-2025-102953,04/04/2025,04/04/2025,Instant (10-15 min),CUST-11098,Ananya Banerjee,Regular Household,India,Bengaluru,Karnataka,594858,South,DAI-MI-64696,Dairy & Breakfast,Milk & Curd,Amul Taaza 1L,346.2,3,0.0,18.02
6000,BLK-2025-102953,04/04/2025,04/04/2025,Instant (10-15 min),CUST-11098,Ananya Banerjee,Regular Household,India,Bengaluru,Karnataka,461342,South,DAI-BR-25331,Dairy & Breakfast,Bread & Eggs,Britannia Bread 400g,325.22,3,0.1,-29.14
6001,BLK-2024-102954,05/15/2024,05/15/2024,Instant (10-15 min),CUST-10130,Fatima Singh,Bulk/Office Buyer,India,Bengaluru,Karnataka,464594,South,DAI-MI-53812,Dairy & Breakfast,Milk & Curd,Amul Taaza 1L,393.96,4,0.1,-36.11
6002,BLK-2024-102954,05/15/2024,05/15/2024,Instant (10-15 min),CUST-10130,Fatima Singh,Bulk/Office Buyer,India,Bengaluru,Karnataka,561679,South,FRU-FR-31240,Fruits & Vegetables,Fresh Fruits,Banana 1 Dozen,275.34,2,0.0,10.01
6003,BLK-2024-102954,05/15/2024,05/15/2024,Instant (10-15 min),CUST-10130,Fatima Singh,Bulk/Office Buyer,India,Bengaluru,Karnataka,452648,South,DAI-BR-44359,Dairy & Breakfast,Bread & Eggs,Britannia Bread 400g,324.26,3,0.3,-51.16
6004,BLK-2023-102955,07/11/2023,07/11/2023,Instant (10-15 min),CUST-10454,Aadhya Verma,Working Professional,India,Bhubaneswar,Odisha,569074,East,SNA-CH-44712,Snacks & Beverages,Chips & Namkeen,Bikaji Bhujia 200g,553.37,4,0.15,8.02
6005,BLK-2023-102955,07/11/2023,07/11/2023,Instant (10-15 min),CUST-10454,Aadhya Verma,Working Professional,India,Bhubaneswar,Odisha,425400,East,SNA-SO-27522,Snacks & Beverages,Soft Drinks & Juices,Coca-Cola 750ml,172.39,1,0.0,14.82
6006,BLK-2023-102955,07/11/2023,07/11/2023,Instant (10-15 min),CUST-10454,Aadhya Verma,Working Professional,India,Bhubaneswar,Odisha,437387,East,HOM-CL-72139,Home & Cleaning,Cleaning Supplies,Colin Glass Cleaner 500ml,484.6,3,0.4,-86.86
6007,BLK-2024-102956,01/14/2024,01/14/2024,Express (30-60 min),CUST-10833,Mohammed Chopra,Regular Household,India,Bengaluru,Karnataka,337886,South,GRO-ED-61997,Grocery & Staples,Edible Oils & Ghee,Patanjali Mustard Oil 1L,670.12,3,0.05,18.21
6008,BLK-2024-102957,08/29/2024,08/29/2024,Instant (10-15 min),CUST-11610,Priya Patel,Regular Household,India,Bengaluru,Karnataka,324100,South,GRO-ED-38692,Grocery & Staples,Edible Oils & Ghee,Patanjali Mustard Oil 1L,2654.32,3,0.3,-390.52
6009,BLK-2024-102957,08/29/2024,08/29/2024,Instant (10-15 min),CUST-11610,Priya Patel,Regular Household,India,Bengaluru,Karnataka,306407,South,SNA-SO-15340,Snacks & Beverages,Soft Drinks & Juices,Tropicana Orange 1L,35.2,1,0.0,3.16
6010,BLK-2024-102957,08/29/2024,08/29/2024,Instant (10-15 min),CUST-11610,Priya Patel,Regular Household,India,Bengaluru,Karnataka,592624,South,GRO-AT-55371,Grocery & Staples,"Atta, Rice & Dals",Fortune Chakki Atta 10kg,206.54,2,0.1,-5.86
6011,BLK-2025-102958,10/23/2025,10/23/2025,Instant (10-15 min),CUST-10520,Sneha Banerjee,Bulk/Office Buyer,India,New Delhi,Delhi,574306,North,DAI-BR-78910,Dairy & Breakfast,Bread & Eggs,Modern Bread 400g,571.03,5,0.0,10.86
6012,BLK-2025-102959,07/06/2025,07/06/2025,Instant (10-15 min),CUST-10552,Diya Singh,Regular Household,India,Ludhiana,Punjab,123662,North,SNA-SO-32001,Snacks & Beverages,Soft Drinks & Juices,Sprite 750ml,101.02,2,0.05,12.31
6013,BLK-2025-102960,11/13/2025,11/14/2025,Scheduled Slot,CUST-10251,Nikhil Banerjee,Regular Household,India,New Delhi,Delhi,339023,North,GRO-AT-37203,Grocery & Staples,"Atta, Rice & Dals",Aashirvaad Atta 5kg,160.98,2,0.3,-24.35
6014,BLK-2025-102960,11/13/2025,11/14/2025,Scheduled Slot,CUST-10251,Nikhil Banerjee,Regular Household,India,New Delhi,Delhi,374973,North,GRO-AT-49833,Grocery & Staples,"Atta, Rice & Dals",Tata Sampann Chana Dal 1kg,169.49,1,0.0,10.18
6015,BLK-2025-102961,09/01/2025,09/01/2025,Express (30-60 min),CUST-11656,Yash Kumar,Working Professional,India,Kolkata,West Bengal,468382,East,SNA-CH-65759,Snacks & Beverages,Chips & Namkeen,Haldiram's Aloo Bhujia 200g,255.53,2,0.0,34.58
6016,BLK-2025-102961,09/01/2025,09/01/2025,Express (30-60 min),CUST-11656,Yash Kumar,Working Professional,India,Kolkata,West Bengal,178217,East,SNA-SO-29508,Snacks & Beverages,Soft Drinks & Juices,Coca-Cola 750ml,436.51,2,0.2,-31.91
6017,BLK-2025-102961,09/01/2025,09/01/2025,Express (30-60 min),CUST-11656,Yash Kumar,Working Professional,India,Kolkata,West Bengal,113326,East,HOM-KI-15898,Home & Cleaning,Kitchen & Dining,Milton Steel Casserole 1.5L,989.29,1,0.15,6.4
6018,BLK-2025-102962,05/06/2025,05/06/2025,Scheduled Slot,CUST-11706,Rohan Verma,Bulk/Office Buyer,India,Nashik,Maharashtra,544082,West,PET-PE-63741,Pet Care,Pet Food & Accessories,Drools Puppy Food 1kg,634.63,1,0.1,25.99
6019,BLK-2025-102962,05/06/2025,05/06/2025,Scheduled Slot,CUST-11706,Rohan Verma,Bulk/Office Buyer,India,Nashik,Maharashtra,115880,West,GRO-AT-16941,Grocery & Staples,"Atta, Rice & Dals",Aashirvaad Atta 5kg,55.69,1,0.0,4.21
6020,BLK-2023-102963,12/05/2023,12/05/2023,Instant (10-15 min),CUST-10052,Fatima Khan,Regular Household,India,Ahmedabad,Gujarat,462884,West,GRO-AT-69453,Grocery & Staples,"Atta, Rice & Dals",India Gate Basmati Rice 5kg,122.15,1,0.2,-13.91
6021,BLK-2024-102964,10/22/2024,10/22/2024,Express (30-60 min),CUST-10285,Yash Nair,Regular Household,India,Jaipur,Rajasthan,557528,North,FRU-FR-50518,Fruits & Vegetables,Fresh Fruits,Pomegranate 1kg,198.52,1,0.05,-4.58
6022,BLK-2024-102964,10/22/2024,10/22/2024,Express (30-60 min),CUST-10285,Yash Nair,Regular Household,India,Jaipur,Rajasthan,151131,North,GRO-AT-37172,Grocery & Staples,"Atta, Rice & Dals",Fortune Chakki Atta 10kg,627.54,1,0.0,38.43
6023,BLK-2024-102964,10/22/2024,10/22/2024,Express (30-60 min),CUST-10285,Yash Nair,Regular Household,India,Jaipur,Rajasthan,275592,North,FRU-FR-47056,Fruits & Vegetables,Fresh Vegetables,Tomato 1kg,504.75,3,0.0,6.47
6024,BLK-2024-102965,07/25/2024,07/25/2024,Express (30-60 min),CUST-10847,Krishna Chopra,Regular Household,India,Chennai,Tamil Nadu,291985,South,GRO-AT-47502,Grocery & Staples,"Atta, Rice & Dals",Fortune Chakki Atta 10kg,570.87,2,0.1,-42.56
6025,BLK-2025-102966,01/09/2025,01/09/2025,Instant (10-15 min),CUST-10007,Sneha Khan,Regular Household,India,Pune,Maharashtra,457083,West,FRU-FR-55152,Fruits & Vegetables,Fresh Vegetables,Onion 1kg,101.36,2,0.05,-8.54
6026,BLK-2025-102966,01/09/2025,01/09/2025,Instant (10-15 min),CUST-10007,Sneha Khan,Regular Household,India,Pune,Maharashtra,194497,West,FRU-FR-21183,Fruits & Vegetables,Fresh Vegetables,Onion 1kg,457.59,2,0.3,-73.28
6027,BLK-2025-102966,01/09/2025,01/09/2025,Instant (10-15 min),CUST-10007,Sneha Khan,Regular Household,India,Pune,Maharashtra,297567,West,GRO-AT-57862,Grocery & Staples,"Atta, Rice & Dals",Aashirvaad Atta 5kg,90.37,2,0.2,-12.9
6028,BLK-2025-102966,01/09/2025,01/09/2025,Instant (10-15 min),CUST-10007,Sneha Khan,Regular Household,India,Pune,Maharashtra,223024,West,FRU-FR-30338,Fruits & Vegetables,Fresh Fruits,Papaya 1pc,232.98,2,0.05,-18.4
6029,BLK-2025-102967,10/19/2025,10/19/2025,Instant (10-15 min),CUST-11434,Zoya Kumar,Working Professional,India,Noida,Delhi,598668,North,SNA-SO-35499,Snacks & Beverages,Soft Drinks & Juices,Real Fruit Juice Mixed 1L,744.05,3,0.0,95.76
6030,BLK-2023-102968,08/20/2023,08/20/2023,Scheduled Slot,CUST-10669,Fatima Nair,Working Professional,India,Mumbai,Maharashtra,524427,West,DAI-MI-61275,Dairy & Breakfast,Milk & Curd,Amul Taaza 1L,56.9,1,0.0,3.43
6031,BLK-2023-102968,08/20/2023,08/20/2023,Scheduled Slot,CUST-10669,Fatima Nair,Working Professional,India,Mumbai,Maharashtra,208422,West,DAI-BR-82189,Dairy & Breakfast,Bread & Eggs,Britannia Bread 400g,113.54,3,0.05,-1.63
6032,BLK-2025-102969,03/31/2025,03/31/2025,Instant (10-15 min),CUST-10081,Riya Nair,Regular Household,India,Bengaluru,Karnataka,273945,South,GRO-AT-95262,Grocery & Staples,"Atta, Rice & Dals",Fortune Chakki Atta 10kg,379.92,2,0.05,5.81
6033,BLK-2025-102969,03/31/2025,03/31/2025,Instant (10-15 min),CUST-10081,Riya Nair,Regular Household,India,Bengaluru,Karnataka,122624,South,ELE-MO-28027,Electronics Mini,Mobile & Gadget Accessories,Realme Earphones,513.06,1,0.3,-22.69
6034,BLK-2025-102969,03/31/2025,03/31/2025,Instant (10-15 min),CUST-10081,Riya Nair,Regular Household,India,Bengaluru,Karnataka,301980,South,PET-PE-61115,Pet Care,Pet Food & Accessories,Whiskas Cat Food 1.2kg,1570.21,1,0.0,173.95
6035,BLK-2025-102970,08/20/2025,08/20/2025,Scheduled Slot,CUST-10093,Krishna Iyer,Regular Household,India,New Delhi,Delhi,566530,North,FRU-FR-55972,Fruits & Vegetables,Fresh Vegetables,Mixed Vegetable Combo 2kg,170.25,1,0.05,-4.63
6036,BLK-2025-102970,08/20/2025,08/20/2025,Scheduled Slot,CUST-10093,Krishna Iyer,Regular Household,India,New Delhi,Delhi,445196,North,GRO-AT-35064,Grocery & Staples,"Atta, Rice & Dals",India Gate Basmati Rice 5kg,961.11,2,0.15,-77.8
6037,BLK-2025-102970,08/20/2025,08/20/2025,Scheduled Slot,CUST-10093,Krishna Iyer,Regular Household,India,New Delhi,Delhi,565092,North,FRU-FR-28270,Fruits & Vegetables,Fresh Fruits,Mango Alphonso 1kg,329.96,1,0.0,-2.94
6038,BLK-2025-102971,07/11/2025,07/11/2025,Express (30-60 min),CUST-11213,Krishna Iyer,Bulk/Office Buyer,India,Bengaluru,Karnataka,375468,South,GRO-AT-82354,Grocery & Staples,"Atta, Rice & Dals",Fortune Chakki Atta 10kg,645.83,1,0.2,-55.1
6039,BLK-2025-102971,07/11/2025,07/11/2025,Express (30-60 min),CUST-11213,Krishna Iyer,Bulk/Office Buyer,India,Bengaluru,Karnataka,537389,South,HOM-CL-34558,Home & Cleaning,Cleaning Supplies,Harpic Toilet Cleaner 1L,138.35,1,0.3,-12.33
6040,BLK-2025-102972,11/29/2025,11/29/2025,Scheduled Slot,CUST-11620,Rohan Kumar,Regular Household,India,Coimbatore,Tamil Nadu,214044,South,GRO-AT-32759,Grocery & Staples,"Atta, Rice & Dals",Daawat Rozana Rice 5kg,95.38,1,0.3,-18.67
6041,BLK-2025-102973,09/02/2025,09/02/2025,Instant (10-15 min),CUST-10387,Imran Rao,Regular Household,India,Bengaluru,Karnataka,575397,South,PER-OR-63071,Personal Care,Oral & Bath Care,Colgate Strong Teeth 200g,224.61,3,0.0,50.64
6042,BLK-2025-102973,09/02/2025,09/02/2025,Instant (10-15 min),CUST-10387,Imran Rao,Regular Household,India,Bengaluru,Karnataka,162888,South,PER-SK-52165,Personal Care,Skin & Hair Care,Dove Shampoo 340ml,581.67,1,0.1,62.35
6043,BLK-2025-102974,09/15/2025,09/15/2025,Instant (10-15 min),CUST-11080,Ayesha Kumar,Bulk/Office Buyer,India,Gurugram,Delhi,343320,North,FRU-FR-83797,Fruits & Vegetables,Fresh Vegetables,Spinach Bunch 250g,480.18,2,0.05,-28.13
6044,BLK-2025-102974,09/15/2025,09/15/2025,Instant (10-15 min),CUST-11080,Ayesha Kumar,Bulk/Office Buyer,India,Gurugram,Delhi,212931,North,GRO-AT-17162,Grocery & Staples,"Atta, Rice & Dals",Tata Sampann Toor Dal 1kg,435.27,1,0.15,-35.46
6045,BLK-2025-102974,09/15/2025,09/15/2025,Instant (10-15 min),CUST-11080,Ayesha Kumar,Bulk/Office Buyer,India,Gurugram,Delhi,113526,North,FRU-FR-48575,Fruits & Vegetables,Fresh Fruits,Apple Shimla 1kg,751.04,2,0.1,-66.28
6046,BLK-2025-102975,10/29/2025,10/30/2025,Scheduled Slot,CUST-10997,Mohammed Sharma,Regular Household,India,Mumbai,Maharashtra,555732,West,DAI-MI-32385,Dairy & Breakfast,Milk & Curd,Amul Toned Milk 1L,114.05,2,0.1,-2.15
6047,BLK-2024-102976,06/21/2024,06/21/2024,Scheduled Slot,CUST-11494,Tanvi Nair,Bulk/Office Buyer,India,Nashik,Maharashtra,489759,West,FRU-FR-94303,Fruits & Vegetables,Fresh Vegetables,Onion 1kg,199.89,1,0.15,-18.01
6048,BLK-2024-102976,06/21/2024,06/21/2024,Scheduled Slot,CUST-11494,Tanvi Nair,Bulk/Office Buyer,India,Nashik,Maharashtra,312083,West,GRO-AT-87781,Grocery & Staples,"Atta, Rice & Dals",Tata Sampann Toor Dal 1kg,212.7,1,0.1,-0.4
6049,BLK-2024-102977,12/14/2024,12/14/2024,Instant (10-15 min),CUST-10721,Yash Nair,Working Professional,India,Vadodara,Gujarat,528356,West,PER-SK-72087,Personal Care,Skin & Hair Care,Nivea Body Lotion 200ml,236.44,1,0.0,66.45
6050,BLK-2024-102978,03/16/2024,03/16/2024,Express (30-60 min),CUST-10430,Nikhil Pillai,Regular Household,India,Mumbai,Maharashtra,536923,West,GRO-MA-83282,Grocery & Staples,Masala & Spices,MDH Chana Masala 100g,190.29,1,0.15,-1.15
6051,BLK-2023-102979,03/16/2023,03/16/2023,Scheduled Slot,CUST-10859,Riya Joshi,Working Professional,India,Chandigarh,Punjab,381222,North,GRO-MA-53342,Grocery & Staples,Masala & Spices,Catch Turmeric Powder 200g,220.64,1,0.05,18.78
6052,BLK-2025-102980,08/02/2025,08/02/2025,Express (30-60 min),CUST-11397,Aditya Pillai,Regular Household,India,New Delhi,Delhi,153907,North,FRU-FR-15062,Fruits & Vegetables,Fresh Vegetables,Potato 1kg,65.31,1,0.0,0.22
6053,BLK-2024-102981,05/03/2024,05/03/2024,Instant (10-15 min),CUST-10672,Ishaan Rao,Working Professional,India,Hyderabad,Telangana,544734,South,GRO-AT-47713,Grocery & Staples,"Atta, Rice & Dals",Fortune Chakki Atta 10kg,1277.59,2,0.0,134.97
6054,BLK-2024-102981,05/03/2024,05/03/2024,Instant (10-15 min),CUST-10672,Ishaan Rao,Working Professional,India,Hyderabad,Telangana,206929,South,FRU-FR-38319,Fruits & Vegetables,Fresh Vegetables,Potato 1kg,230.78,4,0.4,-45.06
6055,BLK-2024-102981,05/03/2024,05/03/2024,Instant (10-15 min),CUST-10672,Ishaan Rao,Working Professional,India,Hyderabad,Telangana,189145,South,GRO-AT-69962,Grocery & Staples,"Atta, Rice & Dals",India Gate Basmati Rice 5kg,92.27,1,0.0,7.68
6056,BLK-2024-102981,05/03/2024,05/03/2024,Instant (10-15 min),CUST-10672,Ishaan Rao,Working Professional,India,Hyderabad,Telangana,271773,South,PER-SK-52566,Personal Care,Skin & Hair Care,Patanjali Aloe Vera Gel 150ml,640.51,4,0.05,163.89
6057,BLK-2024-102982,12/31/2024,12/31/2024,Express (30-60 min),CUST-11608,Aarav Nair,Regular Household,India,Ahmedabad,Gujarat,301442,West,SNA-CH-53675,Snacks & Beverages,Chips & Namkeen,Lay's Classic Salted 52g,476.0,2,0.1,2.36
6058,BLK-2024-102982,12/31/2024,12/31/2024,Express (30-60 min),CUST-11608,Aarav Nair,Regular Household,India,Ahmedabad,Gujarat,584443,West,SNA-SO-53411,Snacks & Beverages,Soft Drinks & Juices,Sprite 750ml,866.45,3,0.15,-4.2
6059,BLK-2024-102982,12/31/2024,12/31/2024,Express (30-60 min),CUST-11608,Aarav Nair,Regular Household,India,Ahmedabad,Gujarat,326333,West,FRU-FR-31346,Fruits & Vegetables,Fresh Vegetables,Potato 1kg,350.24,3,0.15,-22.08
6060,BLK-2024-102982,12/31/2024,12/31/2024,Express (30-60 min),CUST-11608,Aarav Nair,Regular Household,India,Ahmedabad,Gujarat,408378,West,PER-OR-84732,Personal Care,Oral & Bath Care,Lifebuoy Soap Pack of 3,296.48,1,0.15,-4.8
6061,BLK-2025-102983,08/29/2025,08/29/2025,Instant (10-15 min),CUST-10265,Rajesh Singh,Regular Household,India,Kolkata,West Bengal,340324,East,GRO-ED-34777,Grocery & Staples,Edible Oils & Ghee,Patanjali Mustard Oil 1L,504.08,1,0.05,2.02
6062,BLK-2025-102983,08/29/2025,08/29/2025,Instant (10-15 min),CUST-10265,Rajesh Singh,Regular Household,India,Kolkata,West Bengal,155993,East,FRU-FR-60277,Fruits & Vegetables,Fresh Fruits,Apple Shimla 1kg,276.57,1,0.0,-4.93
6063,BLK-2025-102984,06/04/2025,06/04/2025,Express (30-60 min),CUST-10139,Aditya Verma,Regular Household,India,New Delhi,Delhi,173784,North,SNA-SO-59429,Snacks & Beverages,Soft Drinks & Juices,Real Fruit Juice Mixed 1L,153.76,3,0.0,24.72
6064,BLK-2025-102984,06/04/2025,06/04/2025,Express (30-60 min),CUST-10139,Aditya Verma,Regular Household,India,New Delhi,Delhi,458204,North,DAI-MI-17239,Dairy & Breakfast,Milk & Curd,Amul Toned Milk 1L,528.44,3,0.15,-61.27
6065,BLK-2025-102984,06/04/2025,06/04/2025,Express (30-60 min),CUST-10139,Aditya Verma,Regular Household,India,New Delhi,Delhi,175556,North,HOM-KI-95915,Home & Cleaning,Kitchen & Dining,Prestige Non-Stick Pan,2174.02,1,0.05,356.58
6066,BLK-2025-102984,06/04/2025,06/04/2025,Express (30-60 min),CUST-10139,Aditya Verma,Regular Household,India,New Delhi,Delhi,544233,North,SNA-CH-24293,Snacks & Beverages,Chips & Namkeen,Haldiram's Aloo Bhujia 200g,419.79,2,0.0,58.77
6067,BLK-2024-102985,10/13/2024,10/13/2024,Scheduled Slot,CUST-11067,Ishita Chopra,Regular Household,India,Surat,Gujarat,596754,West,BAB-DI-13108,Baby Care,Diapers & Wipes,Mee Mee Baby Wipes 72pc,2165.44,4,0.15,-91.83
6068,BLK-2024-102985,10/13/2024,10/13/2024,Scheduled Slot,CUST-11067,Ishita Chopra,Regular Household,India,Surat,Gujarat,319451,West,GRO-MA-69380,Grocery & Staples,Masala & Spices,Catch Turmeric Powder 200g,147.56,2,0.0,24.68
6069,BLK-2025-102986,02/18/2025,02/18/2025,Express (30-60 min),CUST-10029,Divya Chopra,Regular Household,India,Nashik,Maharashtra,540772,West,FRU-FR-11982,Fruits & Vegetables,Fresh Fruits,Apple Shimla 1kg,270.05,1,0.0,-1.69
6070,BLK-2025-102986,02/18/2025,02/18/2025,Express (30-60 min),CUST-10029,Divya Chopra,Regular Household,India,Nashik,Maharashtra,575454,West,GRO-AT-73423,Grocery & Staples,"Atta, Rice & Dals",Daawat Rozana Rice 5kg,1401.8,3,0.05,61.83
6071,BLK-2025-102986,02/18/2025,02/18/2025,Express (30-60 min),CUST-10029,Divya Chopra,Regular Household,India,Nashik,Maharashtra,509569,West,SNA-CH-74108,Snacks & Beverages,Chips & Namkeen,Kurkure Masala Munch 90g,82.45,1,0.1,5.14
6072,BLK-2023-102987,01/25/2023,01/25/2023,Instant (10-15 min),CUST-11096,Ananya Kumar,Regular Household,India,Bhubaneswar,Odisha,535501,East,DAI-BR-84555,Dairy & Breakfast,Bread & Eggs,Modern Bread 400g,495.46,4,0.4,-105.47
6073,BLK-2023-102987,01/25/2023,01/25/2023,Instant (10-15 min),CUST-11096,Ananya Kumar,Regular Household,India,Bhubaneswar,Odisha,532328,East,FRU-FR-10926,Fruits & Vegetables,Fresh Fruits,Banana 1 Dozen,391.5,2,0.2,-47.9
6074,BLK-2023-102987,01/25/2023,01/25/2023,Instant (10-15 min),CUST-11096,Ananya Kumar,Regular Household,India,Bhubaneswar,Odisha,443483,East,ELE-MO-71106,Electronics Mini,Mobile & Gadget Accessories,Realme Earphones,2337.22,1,0.0,662.27
6075,BLK-2025-102988,12/26/2025,12/26/2025,Express (30-60 min),CUST-10973,Krishna Pillai,Regular Household,India,New Delhi,Delhi,289535,North,GRO-MA-25130,Grocery & Staples,Masala & Spices,Catch Turmeric Powder 200g,456.2,2,0.3,-53.75
6076,BLK-2024-102989,02/24/2024,02/24/2024,Instant (10-15 min),CUST-11548,Krishna Reddy,Bulk/Office Buyer,India,Hyderabad,Telangana,148026,South,GRO-MA-94767,Grocery & Staples,Masala & Spices,MDH Garam Masala 100g,252.84,1,0.05,9.91
6077,BLK-2024-102989,02/24/2024,02/24/2024,Instant (10-15 min),CUST-11548,Krishna Reddy,Bulk/Office Buyer,India,Hyderabad,Telangana,126934,South,SNA-CH-32758,Snacks & Beverages,Chips & Namkeen,Lay's Classic Salted 52g,176.45,1,0.05,20.72
6078,BLK-2025-102990,04/07/2025,04/07/2025,Express (30-60 min),CUST-10992,Sanjay Khan,Working Professional,India,Hyderabad,Telangana,181604,South,PER-OR-59682,Personal Care,Oral & Bath Care,Colgate Strong Teeth 200g,876.77,2,0.0,114.06
6079,BLK-2025-102990,04/07/2025,04/07/2025,Express (30-60 min),CUST-10992,Sanjay Khan,Working Professional,India,Hyderabad,Telangana,381737,South,FRU-FR-20664,Fruits & Vegetables,Fresh Vegetables,Potato 1kg,39.01,1,0.15,-5.34
6080,BLK-2024-102991,03/11/2024,03/11/2024,Instant (10-15 min),CUST-11169,Vivaan Verma,Working Professional,India,Noida,Delhi,491893,North,SNA-SO-43166,Snacks & Beverages,Soft Drinks & Juices,Tropicana Orange 1L,420.92,2,0.2,-2.52
6081,BLK-2024-102991,03/11/2024,03/11/2024,Instant (10-15 min),CUST-11169,Vivaan Verma,Working Professional,India,Noida,Delhi,197223,North,SNA-CH-90642,Snacks & Beverages,Chips & Namkeen,Lay's Classic Salted 52g,223.4,1,0.2,-8.21
6082,BLK-2024-102991,03/11/2024,03/11/2024,Instant (10-15 min),CUST-11169,Vivaan Verma,Working Professional,India,Noida,Delhi,355949,North,GRO-AT-97540,Grocery & Staples,"Atta, Rice & Dals",Daawat Rozana Rice 5kg,158.07,2,0.15,-9.23
6083,BLK-2024-102991,03/11/2024,03/11/2024,Instant (10-15 min),CUST-11169,Vivaan Verma,Working Professional,India,Noida,Delhi,409364,North,HOM-KI-43989,Home & Cleaning,Kitchen & Dining,Milton Steel Casserole 1.5L,2272.58,4,0.05,164.33
6084,BLK-2023-102992,05/14/2023,05/14/2023,Instant (10-15 min),CUST-11096,Ananya Kumar,Regular Household,India,Bhubaneswar,Odisha,450064,East,BAB-DI-64496,Baby Care,Diapers & Wipes,Mee Mee Baby Wipes 72pc,2221.14,3,0.0,371.43
6085,BLK-2023-102992,05/14/2023,05/14/2023,Instant (10-15 min),CUST-11096,Ananya Kumar,Regular Household,India,Bhubaneswar,Odisha,336518,East,BAB-BA-46063,Baby Care,Baby Food,Cerelac Wheat 300g,380.07,1,0.2,-17.5
6086,BLK-2024-102993,04/25/2024,04/25/2024,Instant (10-15 min),CUST-10236,Ishita Menon,Working Professional,India,Kolkata,West Bengal,465793,East,DAI-MI-50928,Dairy & Breakfast,Milk & Curd,Nandini Milk 500ml,114.31,1,0.15,-9.11
6087,BLK-2024-102993,04/25/2024,04/25/2024,Instant (10-15 min),CUST-10236,Ishita Menon,Working Professional,India,Kolkata,West Bengal,433542,East,FRU-FR-27655,Fruits & Vegetables,Fresh Fruits,Mango Alphonso 1kg,173.11,1,0.0,-3.79
6088,BLK-2024-102994,07/10/2024,07/10/2024,Instant (10-15 min),CUST-11684,Riya Gupta,Regular Household,India,Mysuru,Karnataka,256790,South,DAI-MI-99787,Dairy & Breakfast,Milk & Curd,Nandini Milk 500ml,801.56,4,0.1,-42.63
6089,BLK-2025-102995,08/31/2025,08/31/2025,Express (30-60 min),CUST-11305,Nikhil Pillai,Working Professional,India,Bengaluru,Karnataka,136731,South,PER-OR-96898,Personal Care,Oral & Bath Care,Dettol Soap Pack of 4,92.26,2,0.2,-6.24
6090,BLK-2025-102995,08/31/2025,08/31/2025,Express (30-60 min),CUST-11305,Nikhil Pillai,Working Professional,India,Bengaluru,Karnataka,561815,South,HOM-CL-68993,Home & Cleaning,Cleaning Supplies,Harpic Toilet Cleaner 1L,316.92,1,0.1,5.47
6091,BLK-2025-102995,08/31/2025,08/31/2025,Express (30-60 min),CUST-11305,Nikhil Pillai,Working Professional,India,Bengaluru,Karnataka,208955,South,PER-SK-84293,Personal Care,Skin & Hair Care,Nivea Body Lotion 200ml,192.67,1,0.1,16.32
6092,BLK-2023-102996,01/04/2023,01/04/2023,Express (30-60 min),CUST-10199,Ananya Reddy,Regular Household,India,Ahmedabad,Gujarat,282735,West,FRU-FR-17125,Fruits & Vegetables,Fresh Fruits,Papaya 1pc,770.47,2,0.0,-48.84
6093,BLK-2023-102996,01/04/2023,01/04/2023,Express (30-60 min),CUST-10199,Ananya Reddy,Regular Household,India,Ahmedabad,Gujarat,526837,West,FRU-FR-41519,Fruits & Vegetables,Fresh Vegetables,Tomato 1kg,56.77,1,0.3,-11.24
6094,BLK-2023-102996,01/04/2023,01/04/2023,Express (30-60 min),CUST-10199,Ananya Reddy,Regular Household,India,Ahmedabad,Gujarat,189229,West,GRO-AT-65624,Grocery & Staples,"Atta, Rice & Dals",Aashirvaad Atta 5kg,380.38,1,0.1,-16.42
6095,BLK-2025-102997,03/21/2025,03/21/2025,Express (30-60 min),CUST-10546,Imran Iyer,Regular Household,India,Coimbatore,Tamil Nadu,506946,South,GRO-AT-26354,Grocery & Staples,"Atta, Rice & Dals",Daawat Rozana Rice 5kg,154.03,1,0.15,-5.22
6096,BLK-2025-102997,03/21/2025,03/21/2025,Express (30-60 min),CUST-10546,Imran Iyer,Regular Household,India,Coimbatore,Tamil Nadu,206094,South,BAB-DI-56100,Baby Care,Diapers & Wipes,Mee Mee Baby Wipes 72pc,2970.29,2,0.0,389.73
6097,BLK-2024-102998,09/22/2024,09/23/2024,Scheduled Slot,CUST-10067,Fatima Reddy,Regular Household,India,Noida,Delhi,412196,North,DAI-BR-99881,Dairy & Breakfast,Bread & Eggs,Britannia Bread 400g,379.42,5,0.15,-34.63
6098,BLK-2024-102998,09/22/2024,09/23/2024,Scheduled Slot,CUST-10067,Fatima Reddy,Regular Household,India,Noida,Delhi,308432,North,DAI-BR-34217,Dairy & Breakfast,Bread & Eggs,Modern Bread 400g,125.28,3,0.2,-15.36
